id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,house_condition,grade,sqft_above,sqft_basement,year_built,zipcode,lat,long,sqft_living_15,sqft_lot_15
7518505990,2014-12-31,60000000.0,3,1.75,1410,4080.0,1.0,0,1,4,7.0,1000.0,410,1950.0,98117,47.6808,-122.384,1410,4080
3626039271,2015-02-05,58500000.0,2,1.75,1980,8550.0,1.0,0,1,3,7.0,990.0,990,1981.0,98117,47.6989,-122.369,1480,6738
4217401195,2015-03-03,92000000.0,5,2.25,2730,6000.0,1.5,0,1,3,8.0,2130.0,600,1927.0,98105,47.6571,-122.281,2730,6000
9822700295,2014-05-12,88500000.0,4,2.5,2830,5000.0,2.0,0,1,3,9.0,2830.0,0,1995.0,98105,47.6597,-122.29,1950,5000
9478500640,2014-08-19,29250000.0,4,2.5,2250,4495.0,2.0,0,1,3,7.0,2250.0,0,2008.0,98042,47.3663,-122.114,2250,4500
2799800710,2015-04-07,30100000.0,3,2.5,2420,4750.0,2.0,0,1,3,8.0,2420.0,0,2003.0,98042,47.3663,-122.122,2690,4750
7922800400,2014-08-27,95100000.0,5,3.25,3250,14342.0,2.0,0,5,4,8.0,3250.0,0,1968.0,98008,47.588,-122.116,2960,11044
8079040320,2015-02-23,43000000.0,4,3.0,1850,9976.0,2.0,0,1,3,8.0,1850.0,0,1991.0,98059,47.5059,-122.149,2270,8542
1516000055,2014-12-10,65000000.0,3,2.25,2150,21235.0,1.0,0,4,4,8.0,1590.0,560,1959.0,98166,47.4336,-122.339,2570,18900
9558200045,2014-08-28,28900000.0,3,1.75,1260,8400.0,1.0,0,1,3,7.0,1260.0,0,1954.0,98148,47.4366,-122.335,1290,8750
5072410070,2014-10-21,50500000.0,3,1.75,2519,8690.0,2.0,0,1,5,8.0,2519.0,0,1973.0,98166,47.4428,-122.344,2500,9500
9528102996,2014-12-07,54900000.0,3,1.75,1540,1044.0,3.0,0,1,3,8.0,1540.0,0,2014.0,98115,47.6765,-122.32,1580,3090
1189001180,2014-06-03,42500000.0,3,2.25,1660,6000.0,1.0,0,1,3,7.0,1110.0,550,1979.0,98122,47.6113,-122.297,1440,4080
3253500160,2014-11-20,31762500.0,3,2.75,2770,3809.0,1.5,0,1,5,7.0,1770.0,1000,1925.0,98144,47.5747,-122.304,1440,4000
3394100030,2014-09-09,97500000.0,4,2.5,2720,11049.0,2.0,0,1,3,10.0,2720.0,0,1989.0,98004,47.5815,-122.192,2750,11049
3717000160,2014-10-09,28700000.0,4,2.5,2240,4648.0,2.0,0,1,3,7.0,2240.0,0,2005.0,98001,47.3378,-122.257,2221,4557
1274500060,2014-08-25,20400000.0,3,1.0,1000,12070.0,1.0,0,1,4,7.0,1000.0,0,1968.0,98042,47.3621,-122.11,1010,12635
1802000060,2014-06-12,132500000.0,5,2.25,3200,20158.0,1.0,0,1,3,8.0,1600.0,1600,1965.0,98004,47.6303,-122.215,3390,20158
1525059190,2014-09-12,104000000.0,5,3.25,4770,50094.0,1.0,0,1,4,11.0,3070.0,1700,1973.0,98005,47.6525,-122.16,3530,38917
1049000060,2015-01-05,32500000.0,3,2.0,1260,5612.0,1.0,0,1,4,7.0,1260.0,0,1972.0,98034,47.7362,-122.179,1640,4745
8820901275,2014-06-10,57100000.0,4,2.0,2750,7807.0,1.5,0,1,5,7.0,2250.0,500,1916.0,98125,47.7168,-122.287,1510,7807
5416510140,2014-07-10,36000000.0,4,2.5,2380,5000.0,2.0,0,1,3,8.0,2380.0,0,2005.0,98038,47.3608,-122.036,2420,5000
3444100400,2015-03-16,34900000.0,3,1.75,1790,50529.0,1.0,0,1,5,7.0,1090.0,700,1965.0,98042,47.3511,-122.073,1940,50529
3276920270,2014-11-05,83250000.0,4,4.0,3430,35102.0,2.0,0,1,4,10.0,2390.0,1040,1986.0,98075,47.5822,-121.987,3240,35020
4036801170,2014-10-13,38000000.0,4,1.75,1760,7300.0,1.0,0,1,3,7.0,880.0,880,1956.0,98008,47.6034,-122.125,1680,7500
2391600320,2015-04-20,48000000.0,3,1.0,1040,5060.0,1.0,0,1,3,7.0,1040.0,0,1941.0,98116,47.5636,-122.394,890,5060
6300000287,2014-06-09,41000000.0,3,1.0,1410,5060.0,1.0,0,1,4,7.0,910.0,500,1956.0,98133,47.7073,-122.34,1130,5693
1531000030,2015-03-23,72000000.0,4,2.5,3450,39683.0,2.0,0,1,3,10.0,3450.0,0,2002.0,9801,47.342,-122.025,3350,39750
5104520400,2014-12-02,39000000.0,3,2.5,2350,5100.0,2.0,0,1,3,8.0,2350.0,0,2003.0,98038,47.3512,-122.008,2350,5363
7437100340,2014-12-22,36000000.0,4,2.5,1900,5889.0,2.0,0,1,3,7.0,1900.0,0,1992.0,98038,47.349,-122.031,1870,6405
9418400240,2014-10-28,35500000.0,2,1.0,2020,6720.0,1.0,0,1,3,7.0,1010.0,1010,1948.0,98118,47.5474,-122.291,1720,6720
1523059105,2015-01-28,35600000.0,3,1.5,1680,8712.0,1.0,0,1,3,8.0,1680.0,0,1964.0,98059,47.4811,-122.149,1850,8797
1133000671,2014-06-02,31500000.0,3,1.0,960,6634.0,1.0,0,1,3,6.0,960.0,0,1952.0,98125,47.7264,-122.31,1570,7203
4232902595,2014-11-14,94000000.0,3,1.5,2140,3600.0,2.0,0,1,3,9.0,1900.0,240,1925.0,98119,47.6337,-122.365,2020,4800
2599001200,2014-11-03,30500000.0,5,2.25,2660,8400.0,1.5,0,1,5,7.0,2660.0,0,1961.0,98092,47.2909,-122.189,1590,8165
3342103156,2014-06-18,46100000.0,3,3.25,2770,6278.0,2.0,0,1,3,9.0,1980.0,790,2006.0,98056,47.5228,-122.199,1900,7349
1332700270,2014-05-19,21500000.0,2,2.25,1610,2040.0,2.0,0,1,3,7.0,1610.0,0,1979.0,98056,47.518,-122.194,1950,2025
3869900162,2014-09-04,33500000.0,2,1.75,1030,1066.0,2.0,0,1,3,7.0,765.0,265,2006.0,98136,47.5394,-122.387,1030,1106
2791500270,2014-05-22,24350000.0,4,2.5,1980,7403.0,2.0,0,1,3,7.0,1980.0,0,1988.0,98023,47.2897,-122.372,1980,7510
5036300431,2015-03-11,109988000.0,5,2.75,3520,6353.0,2.0,0,1,4,10.0,3520.0,0,2001.0,98199,47.6506,-122.391,2520,6250
4168000060,2015-02-26,15300000.0,3,1.0,1200,10500.0,1.0,0,1,3,7.0,1200.0,0,1962.0,98023,47.322,-122.351,1350,10500
6021501535,2014-07-25,43000000.0,3,1.5,1580,5000.0,1.0,0,1,3,8.0,1290.0,290,1939.0,98117,47.687,-122.386,1570,4500
6021501535,2014-07-25,43000000.0,3,1.5,1580,5000.0,1.0,0,1,3,8.0,1290.0,290,1939.0,98117,47.687,-122.386,1570,4500
6021501535,2014-12-23,70000000.0,3,1.5,1580,5000.0,1.0,0,1,3,8.0,1290.0,290,1939.0,98117,47.687,-122.386,1570,4500
6021501535,2014-12-23,70000000.0,3,1.5,1580,5000.0,1.0,0,1,3,8.0,1290.0,290,1939.0,98117,47.687,-122.386,1570,4500
1483300570,2014-09-08,90500000.0,4,2.5,3300,10250.0,1.0,0,1,3,7.0,2390.0,910,1946.0,9804,47.5873,-122.249,1950,6045
3422049190,2015-03-30,24750000.0,3,1.75,1960,15681.0,1.0,0,1,3,7.0,1960.0,0,1967.0,98032,47.3576,-122.277,1750,15616
1099611230,2014-09-12,19900000.0,4,1.5,1160,6400.0,1.0,0,1,4,7.0,1160.0,0,1975.0,98023,47.3036,-122.378,1160,6400
722079104,2014-07-11,31400000.0,3,1.75,1810,41800.0,1.0,0,1,5,7.0,1210.0,600,1980.0,98038,47.4109,-121.958,1650,135036
7338200240,2014-05-16,43750000.0,3,2.5,2320,36847.0,2.0,0,3,3,9.0,2320.0,0,1992.0,98045,47.4838,-121.714,2550,35065
1952200240,2014-06-11,85083000.0,3,2.5,2070,13241.0,1.5,0,1,5,9.0,1270.0,800,1910.0,98102,47.6415,-122.315,2200,4500
5200100125,2014-10-27,55500000.0,3,2.0,1980,3478.0,1.5,0,1,4,7.0,1440.0,540,1929.0,98117,47.6775,-122.372,1610,3478
7214720075,2014-12-12,69995000.0,3,2.25,2190,107593.0,2.0,0,1,4,8.0,2190.0,0,1983.0,98077,47.7731,-122.08,2570,47777
2450000295,2014-10-07,108800000.0,3,2.5,2920,8113.0,2.0,0,1,3,8.0,2920.0,0,1950.0,98004,47.5814,-122.196,2370,8113
6197800045,2014-09-24,29000000.0,3,1.0,1210,33919.0,1.0,0,1,3,7.0,1210.0,0,1954.0,98058,47.4375,-122.184,1640,14910
1328310370,2015-04-02,37500000.0,3,2.5,2340,10005.0,1.0,0,1,4,8.0,1460.0,880,1978.0,98058,47.4431,-122.133,2250,8162
546000875,2014-05-23,46000000.0,3,1.0,1670,4005.0,1.5,0,1,4,7.0,1170.0,500,1939.0,98117,47.6878,-122.38,1240,4005
3530510041,2014-07-23,18850000.0,2,1.75,1240,2493.0,1.0,0,1,4,8.0,1240.0,0,1985.0,98198,47.3813,-122.322,1270,4966
1853000400,2015-03-05,68000000.0,4,2.5,3140,28037.0,2.0,0,1,4,10.0,3140.0,0,1991.0,98077,47.7304,-122.082,2990,35001
3134100116,2014-08-27,47000000.0,5,1.75,2030,12342.0,2.0,0,1,4,7.0,2030.0,0,1942.0,98052,47.6417,-122.109,2500,9433
9545230140,2014-07-25,59775000.0,4,2.5,2310,9624.0,2.0,0,1,3,8.0,2310.0,0,1984.0,98027,47.5386,-122.053,1940,9636
3362400511,2015-03-04,57000000.0,3,1.75,1260,3328.0,1.0,0,1,5,6.0,700.0,560,1905.0,98103,47.6823,-122.349,1380,3536
2525310310,2014-09-16,27250000.0,3,1.75,1540,12600.0,1.0,0,1,4,7.0,1160.0,380,1980.0,98038,47.3624,-122.031,1540,11656
6126500060,2014-11-24,32995000.0,3,1.75,2080,5969.0,1.0,0,3,3,7.0,1080.0,1000,1971.0,98108,47.5474,-122.295,2090,5500
8961960160,2014-10-28,48000000.0,4,2.5,3230,16171.0,2.0,0,4,3,9.0,2520.0,710,2001.0,98001,47.3183,-122.253,2640,8517
3626039325,2014-11-21,74050000.0,3,3.5,4380,6350.0,2.0,0,1,3,8.0,2780.0,1600,1900.0,98117,47.6981,-122.368,1830,6350
3362400431,2014-06-26,51850000.0,3,3.5,1590,1102.0,3.0,0,1,3,8.0,1590.0,0,2010.0,98103,47.6824,-122.347,1620,3166
4060000240,2014-06-23,20542500.0,2,1.0,880,6780.0,1.0,0,1,4,6.0,880.0,0,1945.0,98178,47.5009,-122.248,1190,6780
3454800060,2015-01-08,17180000.0,4,2.0,1570,9600.0,1.0,0,1,3,6.0,1570.0,0,1950.0,98168,47.4965,-122.303,1880,9000
1695900060,2015-05-11,53500000.0,4,1.0,1610,2982.0,1.5,0,1,4,7.0,1610.0,0,1925.0,98144,47.587,-122.294,1610,4040
7278700070,2015-01-02,66000000.0,3,2.5,2400,6474.0,1.0,0,3,3,8.0,1560.0,840,1964.0,98177,47.7728,-122.386,2340,10856
6675500070,2014-11-19,39150000.0,3,2.0,1450,9132.0,1.0,0,1,3,7.0,1450.0,0,1987.0,98034,47.7288,-122.226,1580,9104
3626039187,2015-04-06,39500000.0,2,1.0,770,6000.0,1.0,0,1,3,6.0,770.0,0,1953.0,98117,47.6999,-122.364,1710,6000
3524049083,2014-11-04,44500000.0,4,1.75,2100,4400.0,1.5,0,1,5,7.0,1720.0,380,1924.0,98118,47.5299,-122.266,1850,4400
3275860240,2014-06-18,77000000.0,3,2.25,2910,10204.0,2.0,0,1,3,9.0,2910.0,0,1990.0,98052,47.6897,-122.098,2700,13992
4389200955,2015-03-02,145000000.0,4,2.75,2750,17789.0,1.5,0,1,3,8.0,1980.0,770,1914.0,98004,47.6141,-122.212,3060,11275
4058801670,2014-07-17,44500000.0,3,2.25,2100,8201.0,1.0,0,3,3,8.0,1620.0,480,1967.0,98178,47.5091,-122.244,2660,8712
8732020310,2014-07-17,26000000.0,4,2.25,2160,8811.0,1.0,0,1,3,8.0,1360.0,800,1978.0,98023,47.3129,-122.39,2090,8400
2331300505,2014-06-13,82250000.0,5,3.5,2320,4960.0,2.0,0,1,5,7.0,1720.0,600,1926.0,98103,47.6763,-122.352,1700,4960
7853210060,2015-04-06,43000000.0,4,2.5,2070,4310.0,2.0,0,1,3,7.0,2070.0,0,2004.0,98065,47.5319,-121.85,1970,3748
3668000070,2015-01-05,21200000.0,3,1.75,1060,7875.0,1.0,0,1,4,7.0,1060.0,0,1986.0,98092,47.2761,-122.152,1420,7680
9545240070,2015-04-28,66050000.0,4,2.25,2010,9603.0,1.0,0,1,3,8.0,1440.0,570,1986.0,98027,47.5343,-122.054,2060,9793
1243100136,2014-06-12,78400000.0,3,3.5,3950,111078.0,1.5,0,1,3,9.0,2460.0,1490,1989.0,98052,47.697,-122.072,2480,88500
8929000270,2014-05-12,45324600.0,3,2.5,2010,2287.0,2.0,0,1,3,8.0,1390.0,620,2014.0,98029,47.5517,-121.998,1690,1662
2767602356,2015-01-26,67500000.0,4,3.5,2140,2278.0,3.0,0,1,3,9.0,2140.0,0,2005.0,98107,47.6734,-122.38,1540,2285
921049315,2014-08-13,19900000.0,3,1.75,1320,17390.0,1.0,0,1,4,7.0,1320.0,0,1956.0,98003,47.3257,-122.296,1550,19265
3655000070,2014-08-05,22000000.0,4,1.75,2020,7840.0,1.0,0,1,3,7.0,1010.0,1010,1968.0,98003,47.3309,-122.299,1750,8140
4027700812,2014-05-29,45200000.0,4,2.25,2590,10002.0,1.0,0,1,4,8.0,1340.0,1250,1968.0,98028,47.7689,-122.266,1550,10436
3992700335,2014-07-07,38250000.0,2,1.0,1190,4440.0,1.0,0,1,3,6.0,1190.0,0,1981.0,98125,47.7135,-122.287,1060,5715
2767603505,2014-05-07,51995000.0,3,2.25,1170,1249.0,3.0,0,1,3,8.0,1170.0,0,2014.0,98107,47.6722,-122.381,1350,1310
4232901525,2014-06-27,66500000.0,2,1.0,1110,3200.0,1.0,0,1,3,7.0,1110.0,0,1925.0,98119,47.6338,-122.358,1170,3600
1777500060,2014-07-08,52770000.0,5,2.5,2820,9375.0,1.0,0,1,4,8.0,1550.0,1270,1968.0,98006,47.5707,-122.128,2820,9375
1432900240,2015-05-08,20500000.0,3,1.0,1610,8579.0,1.0,0,1,4,7.0,1010.0,600,1962.0,98058,47.4563,-122.171,1610,8579
6140100875,2015-04-15,42000000.0,3,1.0,1060,8097.0,1.0,0,1,4,7.0,940.0,120,1923.0,98133,47.7144,-122.351,1560,7940
6071600370,2015-02-27,50000000.0,4,2.25,2030,8517.0,1.0,0,1,4,8.0,1380.0,650,1961.0,98006,47.5495,-122.174,2230,8824
1526069017,2014-12-03,92150000.0,4,2.5,3670,315374.0,2.0,0,1,4,9.0,3670.0,0,1994.0,98077,47.7421,-122.026,2840,87991
3224079105,2014-08-06,43000000.0,2,2.5,2420,60984.0,2.0,0,1,3,7.0,2420.0,0,2007.0,98027,47.5262,-121.943,1940,193842
8075400570,2014-10-30,25800000.0,5,2.0,2260,12500.0,1.0,0,1,4,8.0,1130.0,1130,1960.0,98032,47.3887,-122.286,1360,18000
1994200024,2014-11-04,51100000.0,3,1.0,1430,3455.0,1.0,0,1,3,7.0,980.0,450,1947.0,98103,47.6873,-122.336,1450,4599
3362900810,2014-08-20,53217000.0,3,2.0,1360,3090.0,2.0,0,1,3,8.0,1360.0,0,1990.0,98103,47.6838,-122.353,1500,3090
1324300398,2015-04-09,56000000.0,3,1.0,1110,5000.0,1.5,0,1,3,7.0,1110.0,0,1947.0,98107,47.655,-122.359,1420,5000
537000445,2015-03-31,28295000.0,3,1.0,1250,8200.0,1.0,0,1,4,7.0,1250.0,0,1954.0,98003,47.3255,-122.304,1680,8633
7855801670,2015-04-01,225000000.0,4,3.25,5180,19850.0,2.0,0,4,3,12.0,3540.0,1640,2006.0,98006,47.562,-122.162,3160,9750
7920100045,2014-05-16,35000000.0,1,1.0,700,5100.0,1.0,0,1,3,7.0,700.0,0,1942.0,98115,47.679,-122.3,1010,5100
8960000030,2014-07-28,21500000.0,3,1.0,1180,7669.0,1.0,0,1,4,7.0,1180.0,0,1967.0,98058,47.4479,-122.176,1190,7669
6388930390,2014-11-20,65000000.0,5,3.5,3960,25245.0,2.0,0,1,3,9.0,2500.0,1460,1996.0,98056,47.525,-122.172,2640,13675
8731900200,2014-08-07,32000000.0,4,2.75,2640,7500.0,1.0,0,1,3,8.0,1620.0,1020,1967.0,98023,47.3135,-122.369,1980,7875
8029200135,2014-11-13,24700000.0,3,2.0,1270,7198.0,1.5,0,1,3,7.0,1270.0,0,1916.0,98022,47.2086,-121.996,1160,7198
1081200350,2014-10-03,32000000.0,4,1.75,1760,11180.0,1.0,0,1,4,8.0,1760.0,0,1968.0,98059,47.4715,-122.118,1730,11180
84000105,2014-05-07,25500000.0,5,2.25,2060,8632.0,1.0,0,1,3,7.0,1030.0,1030,1962.0,98146,47.4877,-122.335,1010,11680
3756500060,2015-03-09,43800000.0,3,1.75,1780,9660.0,1.0,0,1,3,7.0,1780.0,0,1962.0,98034,47.7171,-122.193,1200,9660
7215720160,2015-03-04,90000000.0,3,2.5,3400,16603.0,2.0,0,1,3,10.0,3400.0,0,2000.0,98075,47.6012,-122.023,3400,12601
3574800520,2014-06-20,44100000.0,3,2.75,1910,7280.0,1.0,0,1,3,7.0,1160.0,750,1979.0,98034,47.7319,-122.224,1710,8152
2617300160,2014-08-12,42000000.0,3,2.0,2020,38332.0,1.0,0,1,4,7.0,1010.0,1010,1975.0,98027,47.4582,-122.023,2110,36590
2558660270,2014-12-08,37000000.0,3,1.75,1580,7000.0,1.0,0,1,3,7.0,1180.0,400,1976.0,98034,47.7209,-122.168,1640,7500
2009000370,2015-02-19,26995000.0,2,1.75,1340,7250.0,1.0,0,1,5,5.0,700.0,640,1949.0,98198,47.408,-122.327,1830,9750
1836980160,2015-03-24,80710000.0,4,2.5,2680,4499.0,2.0,0,1,3,9.0,2680.0,0,1999.0,98006,47.565,-122.125,2920,4500
3261020370,2014-06-05,65300000.0,3,2.5,2680,9750.0,1.0,0,1,4,8.0,1610.0,1070,1979.0,98034,47.7028,-122.231,2480,8750
1755700060,2014-06-11,37150000.0,3,2.0,1370,8336.0,1.0,0,1,5,7.0,1370.0,0,1964.0,98133,47.7458,-122.331,1770,7288
4330600435,2015-03-16,28400000.0,3,1.75,1560,21000.0,1.0,0,1,3,7.0,1560.0,0,1954.0,98166,47.4776,-122.337,1070,7920
9542800700,2015-01-02,27200000.0,3,1.75,2160,7140.0,1.0,0,1,4,7.0,1670.0,490,1978.0,98023,47.3026,-122.374,1930,7350
1999700045,2014-05-02,31300000.0,3,1.5,1340,7912.0,1.5,0,1,3,7.0,1340.0,0,1955.0,98133,47.7658,-122.339,1480,7940
1762600070,2015-01-16,91750000.0,4,2.5,3880,35003.0,2.0,0,1,3,10.0,2570.0,1310,1984.0,98033,47.6477,-122.182,3740,35230
1687900520,2014-09-29,67300000.0,4,2.25,2590,8190.0,2.0,0,1,4,8.0,2590.0,0,1980.0,98006,47.5619,-122.125,2260,8335
7234600798,2015-02-10,42500000.0,3,2.5,1120,1100.0,2.0,0,1,3,8.0,820.0,300,2008.0,98122,47.6106,-122.31,1590,1795
3881900445,2014-07-09,39995000.0,5,2.75,1970,5400.0,1.0,0,1,3,7.0,1320.0,650,1986.0,98144,47.5868,-122.308,1280,2150
2254502445,2014-05-30,38500000.0,3,1.0,1220,4800.0,1.0,0,1,3,6.0,1220.0,0,1901.0,98122,47.6101,-122.307,1200,4800
5437810320,2014-11-17,26995000.0,3,1.5,1950,7560.0,1.0,0,3,4,7.0,1320.0,630,1975.0,98022,47.1976,-121.999,1950,8941
